Lineage;Fam;Taxogroup;Taxo1;Last;SizeMin;SizeMax;Cover;Shape;Spicule;Symmetry;Polarity;Colony;Motility;Chloroplast;Plast_Origin;Ingestion;Symbiontic;Zoosporic_Parasite;Cyst_Spore
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Cyrtophoria|Hartmannulidae|Hartmannulidae_X|Hartmannulidae_X+sp._strain1;Alveolates;Ciliophora;Hartamannulidae;Hartmannulidae;50;180;Naked;Elongated;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Cyrtophoria|Hartmannulidae|Heterohartmannula|Heterohartmannula+fangi;Alveolates;Ciliophora;Hartamannulidae;Heterohartmannula;49;89;Naked;Elongated;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Cyrtophoria|Lynchellidae|Lynchella;Alveolates;Ciliophora;Lynchella;Lynchella;20;75;Naked;Elongated;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Cyrtophoria|Plesiotrichopidae|Pithites|Pithites+vorax;Alveolates;Ciliophora;Plesiotrichopidae;Pithites;30;35;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Phyllopharyngea_X|Phyllopharyngea_X+sp.;Alveolates;Ciliophora;Undetermined_Ciliophora;Phyllopharyngea;NA;NA;Naked;NA;0;Asymetrical;NA;NA;NA;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria;Alveolates;Ciliophora;Suctoria;Suctoria;NA;NA;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;NA;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Acinetidae|Acineta|Acineta+compressa;Alveolates;Ciliophora;Suctoria;Acineta;50;63;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Acinetidae|Acineta|Acineta+flava;Alveolates;Ciliophora;Suctoria;Acineta;100;120;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Acinetidae|Acineta|Acineta+tuberosa;Alveolates;Ciliophora;Suctoria;Acineta;35;70;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Ephelotidae|Ephelota|Ephelota+gemmipara;Alveolates;Ciliophora;Suctoria;Ephelota;35;240;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Ephelotidae|Ephelota|Ephelota+sp.;Alveolates;Ciliophora;Suctoria;Ephelota;30;450;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Paracinetidae|Paracineta|Paracineta+limbata;Alveolates;Ciliophora;Suctoria;Paracineta;20;50;Organic;Round;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Suctoria_X|Hypocoma|Hypocoma+acinetarum;Alveolates;Ciliophora;Suctoria;Hypocoma;35;57;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Suctoria_X|Suctoria_X+sp.;Alveolates;Ciliophora;Suctoria;Suctoria;NA;NA;Organic;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;NA;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Suctoria|Tokophryidae|Tokophrya|Tokophrya+sp.;Alveolates;Ciliophora;Suctoria;Tokophrya;75;125;Naked;Elongated;0;Asymetrical;Heteropolar;None;Attached;0;None;Extern;Commensalist;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Phyllopharyngea|Synhymenia|Orthodonellidae|Zosterodasys|Zosterodasys+transverses;Alveolates;Ciliophora;Synhymenia;Zosterodasys;120;250;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Plagiopylea|Odontostomatida|Epalxellidae|Epalxella|Epalxella+antiquorum;Alveolates;Ciliophora;Odontostomatida;Epalxella;40;60;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Plagiopylea|Plagiopylida|Plagiopylidae|Plagiopylidae_X|Plagiopylidae_X+sp.;Alveolates;Ciliophora;Plagiopylida;Plagiopylidae;50;180;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Plagiopylea|Plagiopylida|Trimyemidae|Trimyema|Trimyema+compressum;Alveolates;Ciliophora;Plagiopylida;Trimyema;40;80;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Prostomatea|Prostomatea_X|Colepidae;Alveolates;Ciliophora;Prostomatea;Colepidae;40;250;Calcareous;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Prostomatea|Prostomatea_X|Colepidae|Coleps|Coleps+nolandi;Alveolates;Ciliophora;Prostomatea;Coleps;40;65;Calcareous;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Prostomatea|Prostomatea_X|Prostomatea_X|Cryptocaryon|Cryptocaryon+irritans;Alveolates;Ciliophora;Prostomatea;Cryptocaryon;30;763;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Extern;Parasite;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Prostomatea|Prostomatea_X|Prostomatea_X|Prostomatea_X+sp.;Alveolates;Ciliophora;Prostomatea;Prostomatea;NA;NA;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Prostomatea|Prostomatea-1|Prostomatea-1_X|Prostomatea-1_X+sp.;Alveolates;Ciliophora;Prostomatea;Prostomatea;NA;NA;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea;Alveolates;Ciliophora;Undetermined_Ciliophora;Spirotrichea;NA;NA;Naked;NA;0;Asymetrical;NA;NA;NA;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia_X;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia_X|Choreotrichia_X+sp.;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia_X|Choreotrichia-1_X|Choreotrichia-1_X+sp_strain2;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia_X|Epiplocyloides|Epiplocyloides+ralumensis;Alveolates;Ciliophora;Choreotrichia;Epiplocyloides;69;73;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia_X|Pelagostrobilidium|Pelagostrobilidium;Alveolates;Ciliophora;Choreotrichia;Pelagostrobilidium;30;440;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia-1|Choreotrichia-1_X;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia-1|Choreotrichia-1_X|Choreotrichia-1_X+sp.;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Choreotrichia-1|Choreotrichia-1_X|Choreotrichia-1_X+sp._strain1;Alveolates;Ciliophora;Choreotrichia;Choreotrichia;35;320;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Metacylididae|Helicostomella;Alveolates;Ciliophora;Choreotrichia;Helicostomella;59;190;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Ptychocylididae|Favella;Alveolates;Ciliophora;Choreotrichia;Favella;28;466;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Ptychocylididae|Favella|Favella+markusovszkyi;Alveolates;Ciliophora;Choreotrichia;Favella;277;391;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Rhabdonellidae;Alveolates;Ciliophora;Choreotrichia;Rhabdonellidae;35;428;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Stenosemellidae|Stenosemella|Stenosemella+ventricosa;Alveolates;Ciliophora;Choreotrichia;Stenosemella;74;87;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae;Alveolates;Ciliophora;Strobilidiidae;Strobilidiidae;12;170;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae_X|Strobilidiidae_X+sp.|Strobilidiidae_X+sp.+sp.;Alveolates;Ciliophora;Strobilidiidae;Strobilidiidae;12;170;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Pelagostrobilidium;Alveolates;Ciliophora;Strobilidiidae;Pelagostrobilidium;16;95;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Pelagostrobilidium|Pelagostrobilidium+minutum;Alveolates;Ciliophora;Strobilidiidae;Pelagostrobilidium;15;30;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Pelagostrobilidium|Pelagostrobilidium+paraepacrum;Alveolates;Ciliophora;Strobilidiidae;Pelagostrobilidium;50;80;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Pelagostrobilidium|Pelagostrobilidium+sp.;Alveolates;Ciliophora;Strobilidiidae;Pelagostrobilidium;16;95;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Rimostrombidium|Rimostrombidium+veniliae;Alveolates;Ciliophora;Strobilidiidae;Rimostrombidium;14;76;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Strobilidiidae_X;Alveolates;Ciliophora;Strobilidiidae;Strobilidiidae;12;170;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Strobilidiidae_X|Strobilidiidae_X+sp.;Alveolates;Ciliophora;Strobilidiidae;Strobilidiidae;12;170;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Strobilidium|Strobilidium+caudatum;Alveolates;Ciliophora;Strobilidiidae;Strobilidium;50;65;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strobilidiidae|Strobilidium|Strobilidium+sp.;Alveolates;Ciliophora;Strobilidiidae;Strobilidium;12;170;Organic;Elongated;0;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strombidinopsidae|Parastrombidinopsis|Parastrombidinopsis+minima;Alveolates;Ciliophora;Strombidinipsidae;Parastrombidinopsis;85;95;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strombidinopsidae|Parastrombidinopsis|Parastrombidinopsis+shimi;Alveolates;Ciliophora;Strombidinipsidae;Parastrombidinopsis;112;221;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strombidinopsidae|Strombidinopsis;Alveolates;Ciliophora;Strombidinipsidae;Strombidinopsis;12;190;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strombidinopsidae|Strombidinopsis|Strombidinopsis+jeokjo;Alveolates;Ciliophora;Strombidinipsidae;Strombidinopsis;100;190;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Strombidinopsidae|Strombidinopsis|Strombidinopsis+sp.;Alveolates;Ciliophora;Strombidinipsidae;Strombidinopsis;12;190;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnida|environmental samples|uncultured tintinnid ciliate;Alveolates;Ciliophora;Tintinnida;Tintinnida;35;540;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae;Alveolates;Ciliophora;Tintinnida;Tintinnida;35;540;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Eutintinnus|Eutintinnus+apertus;Alveolates;Ciliophora;Tintinnida;Tintinnida;85;112;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Eutintinnus|Eutintinnus+fraknoi;Alveolates;Ciliophora;Tintinnida;Tintinnida;150;492;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Eutintinnus|Eutintinnus+pectinis;Alveolates;Ciliophora;Tintinnida;Tintinnida;88;150;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Eutintinnus|Eutintinnus+sp.;Alveolates;Ciliophora;Tintinnida;Tintinnida;90;172;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Leprotintinnus|Leprotintinnus+pellucidus;Alveolates;Ciliophora;Tintinnida;Tintinnida;156;290;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Salpingella|Salpingella+acuminata;Alveolates;Ciliophora;Tintinnida;Salpingella;200;370;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Steenstrupiella|Steenstrupiella+steenstrupii;Alveolates;Ciliophora;Tintinnida;Steenstrupiella;108;198;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnidae_X|Tintinnidae_X+sp.;Alveolates;Ciliophora;Tintinnida;Tintinnida;35;540;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnidium|Tintinnidium+mucicola;Alveolates;Ciliophora;Tintinnida;Tintinnida;75;240;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnidium|Tintinnidium+sp.;Alveolates;Ciliophora;Tintinnida;Tintinnida;52;350;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis;Alveolates;Ciliophora;Tintinnida;Tintinnida;25;496;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+beroidea;Alveolates;Ciliophora;Tintinnida;Tintinnida;72;97;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+lobiancoi;Alveolates;Ciliophora;Tintinnida;Tintinnida;93;409;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+minuta;Alveolates;Ciliophora;Tintinnida;Tintinnida;25;52;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+parvula;Alveolates;Ciliophora;Tintinnida;Tintinnida;38;60;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+radix;Alveolates;Ciliophora;Tintinnida;Tintinnida;140;416;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+sp.;Alveolates;Ciliophora;Tintinnida;Tintinnida;25;496;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnidiidae|Tintinnopsis|Tintinnopsis+sp._strain1;Alveolates;Ciliophora;Tintinnida;Tintinnida;25;496;Organic;Elongated;1;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Undellidae|Undella|Undella+sp.;Alveolates;Ciliophora;Choreotrichia;Undella;25;443;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Xystonellidae|Xystonella|Xystonella+longicauda;Alveolates;Ciliophora;Choreotrichia;Xystonella;190;403;Organic;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Aspidiscidae|Aspidisca|Aspidisca+hexeris;Alveolates;Ciliophora;Euplotia;Aspidisca;25;50;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Aspidiscidae|Aspidisca|Aspidisca+leptaspis;Alveolates;Ciliophora;Euplotia;Aspidisca;45;70;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Aspidiscidae|Aspidisca|Aspidisca+sp.;Alveolates;Ciliophora;Euplotia;Aspidisca;20;90;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Aspidiscidae|Aspidisca|Aspidisca+steini;Alveolates;Ciliophora;Euplotia;Aspidisca;20;35;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Discocephalidae|Paradiscocephalus|Paradiscocephalus+elongatus;Alveolates;Ciliophora;Euplotia;Paradiscocephalus;110;180;Naked;Elongated;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Discocephalidae|Prodiscocephalus|Prodiscocephalus+borrori;Alveolates;Ciliophora;Euplotia;Prodiscocephalus;40;110;Naked;Elongated;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Euplotidae|Euplotes|Euplotes+sinicus;Alveolates;Ciliophora;Euplotia;Euplotes;60;95;Naked;Elongated;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Gastrocirrhidae|Euplotidium|Euplotidium+sp.;Alveolates;Ciliophora;Euplotia;Euplotidium;40;140;Naked;Elongated;1;Radial;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Euplotia|Gastrocirrhidae|Gastrocirrhus|Gastrocirrhus+monilifer;Alveolates;Ciliophora;Euplotia;Gastrocirrhus;80;136;Naked;Elongated;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
